transaction_id,item_id,seller_id,year,month,day,num_items
930,336,11,2009,9,16,1
931,337,20,2009,8,11,1
932,338,8,2009,12,18,1
933,339,5,2009,1,31,1
934,340,16,2009,3,6,1
935,340,6,2009,9,24,1
936,340,7,2009,12,30,1
937,341,13,2009,3,6,1
938,341,2,2009,4,23,1
939,341,4,2009,3,2,1
940,341,1,2009,9,24,1
941,341,9,2009,8,24,1
942,342,13,2009,9,2,2
943,342,15,2009,4,7,1
944,342,1,2009,1,20,1
945,342,10,2009,2,11,1
946,342,7,2009,3,18,1
947,342,1,2009,3,2,1
948,342,4,2009,10,27,1
949,343,15,2009,12,11,2
950,344,13,2009,12,11,1
951,345,18,2009,12,11,1
952,346,12,2009,12,11,1
953,347,13,2009,12,11,1
954,348,20,2009,2,11,1
955,349,6,2009,3,31,1
956,350,9,2009,10,22,1
957,351,3,2009,1,31,1
958,352,16,2009,10,1,1
959,353,2,2009,8,17,1
960,354,12,2009,5,26,1
961,354,19,2009,12,17,1
962,354,7,2009,7,9,1
963,354,12,2009,8,26,1
964,355,3,2009,1,31,1
965,356,5,2009,1,31,1
966,357,15,2009,10,12,1
967,358,16,2009,2,14,1
968,359,16,2009,12,11,2
969,360,17,2009,12,11,1
970,361,13,2009,12,11,1
971,362,13,2009,12,10,1
972,363,12,2009,2,11,1
973,364,13,2009,8,5,1
974,365,18,2009,8,21,1
975,366,8,2009,3,11,1
976,367,17,2009,2,11,1
977,368,15,2009,12,11,1
978,369,16,2009,12,11,1
979,370,16,2009,3,7,1
980,370,17,2009,10,12,1
981,371,3,2009,8,21,1
982,372,7,2009,12,4,1
983,373,18,2009,3,22,1
984,374,15,2009,10,12,1
985,375,11,2009,11,6,1
986,376,14,2009,3,12,1
987,377,1,2009,10,11,1
988,378,9,2009,7,31,1
989,379,3,2009,1,6,1
990,380,16,2009,12,3,1
991,381,3,2009,11,1,1
992,382,18,2009,6,16,1
993,383,3,2009,7,21,1
994,384,17,2009,3,10,2
995,384,3,2009,11,23,2
996,384,3,2009,1,21,1
997,384,16,2009,1,28,1
998,384,18,2009,1,29,1
999,384,12,2009,2,25,1
1000,384,16,2009,3,1,1
1001,384,12,2009,3,4,1
1002,384,15,2009,3,26,1
1003,384,17,2009,3,30,1
1004,384,17,2009,4,15,1
1005,384,20,2009,4,22,1
1006,384,12,2009,4,22,1
1007,384,13,2009,4,27,1
1008,384,8,2009,5,12,1
1009,384,12,2009,5,12,1
1010,384,17,2009,5,26,1
1011,384,11,2009,5,26,1
1012,384,12,2009,10,7,1
1013,384,12,2009,10,21,1
1014,384,14,2009,12,9,1
1015,384,11,2009,12,29,1
1016,384,13,2009,12,30,1
1017,384,17,2009,6,3,1
1018,384,18,2009,6,29,1
1019,384,6,2009,7,9,1
1020,384,15,2009,7,9,1
1021,384,17,2009,7,17,1
1022,384,14,2009,7,20,1
1023,384,16,2009,7,22,1
1024,384,13,2009,7,29,1
1025,384,13,2009,8,10,1
1026,384,18,2009,8,17,1
1027,384,9,2009,8,23,1
1028,384,12,2009,8,23,1
1029,384,14,2009,8,25,1
1030,384,15,2009,9,23,1
1031,384,7,2009,11,22,1
1032,384,5,2009,10,1,1
1033,384,6,2009,3,23,1
1034,384,9,2009,1,23,1
1035,384,2,2009,2,3,1
1036,384,3,2009,2,4,1
1037,385,16,2009,2,23,1
1038,386,13,2009,7,14,1
1039,387,13,2009,7,11,1
1040,388,7,2009,11,2,1
1041,389,7,2009,5,13,1
1042,390,13,2009,12,29,1
1043,391,5,2009,5,7,1
1044,392,13,2009,4,23,1
1045,393,18,2009,10,8,1
1046,394,9,2009,4,27,1
1047,395,19,2009,2,10,1
1048,396,7,2009,12,3,1
1049,397,2,2009,1,12,1
1050,398,19,2009,12,5,1
1051,399,14,2009,12,21,1
1052,400,6,2009,3,26,1
1053,401,17,2009,7,29,1
1054,402,13,2009,10,12,1
1055,403,2,2009,7,30,1
1056,404,11,2009,11,9,1
1057,405,15,2009,5,7,1
1058,406,20,2009,2,20,1
1059,407,15,2009,4,19,1
1060,408,13,2009,10,19,1
1061,409,18,2009,10,19,1
1062,410,11,2009,3,10,1
1063,411,10,2009,10,8,1
1064,411,9,2009,12,30,1
1065,412,8,2009,10,6,1
1066,413,10,2009,8,20,1
1067,414,20,2009,5,30,1
1068,415,6,2009,12,3,1
1069,416,19,2009,2,1,1
1070,417,8,2009,12,23,1
1071,418,14,2009,12,16,1
1072,419,2,2009,12,18,1
1073,420,16,2009,2,27,1
1074,421,4,2009,10,21,2
1075,422,9,2009,12,30,1
1076,423,16,2009,8,9,1
1077,424,13,2009,6,29,1
1078,425,11,2009,7,28,1
1079,425,12,2009,9,3,1
1080,425,10,2009,7,20,1
1081,425,5,2009,7,20,1
1082,426,3,2009,10,5,1
1083,427,6,2009,5,25,1
1084,428,17,2009,5,11,1
1085,429,11,2009,9,14,1
1086,430,20,2009,5,30,1
1087,431,16,2009,12,21,1
1088,432,11,2009,4,12,1
1089,432,4,2009,7,29,1
1090,433,12,2009,9,29,1
1091,434,16,2009,1,5,1
1092,434,11,2009,3,6,1
1093,434,15,2009,3,9,1
1094,434,17,2009,4,9,1
1095,434,19,2009,7,5,1
1096,435,8,2009,12,5,1
1097,436,6,2009,5,18,1
1098,437,16,2009,7,30,1
1099,438,2,2009,10,7,1
1100,439,11,2009,8,10,1
1101,440,19,2009,1,7,1
1102,440,7,2009,4,1,1
1103,441,19,2009,6,9,1
1104,442,13,2009,2,2,1
1105,443,12,2009,8,27,1
1106,444,7,2009,12,7,1
1107,445,15,2009,1,9,1
1108,445,16,2009,2,18,1
1109,445,14,2009,3,5,1
1110,445,12,2009,5,5,1
1111,445,14,2009,5,27,1
1112,446,12,2009,10,19,1
1113,446,11,2009,9,8,1
1114,446,15,2009,9,9,1
1115,446,16,2009,9,30,1
1116,447,18,2009,5,25,1
1117,447,18,2009,6,23,1
1118,447,11,2009,6,25,1
1119,448,13,2009,3,5,1
1120,448,13,2009,3,16,1
1121,448,8,2009,1,2,1
1122,449,5,2009,11,30,1
1123,450,9,2009,1,13,1
1124,451,16,2009,1,27,1
1125,452,17,2009,12,16,1
1126,453,8,2009,3,21,1
1127,453,5,2009,3,21,1
1128,454,3,2009,4,18,1
1129,455,14,2009,11,18,1
1130,456,9,2009,12,3,1
1131,457,3,2009,10,9,1
1132,458,1,2009,1,20,1
1133,459,11,2009,1,17,1
1134,460,19,2009,5,14,1
1135,461,11,2009,8,26,1
1136,462,20,2009,5,7,1
1137,463,13,2009,11,12,1
1138,464,17,2009,12,20,1
1139,465,16,2009,5,14,1
1140,466,14,2009,12,21,1
1141,467,15,2009,2,15,1
1142,468,4,2009,12,4,1
1143,469,20,2009,5,14,1
1144,470,13,2009,4,19,1
1145,471,11,2009,8,9,1
1146,472,19,2009,10,24,1
1147,473,13,2009,11,1,1
1148,474,5,2009,6,18,2
1149,475,12,2009,5,16,1
1150,476,11,2009,12,11,1
1151,477,10,2009,10,28,1
1152,478,10,2009,9,8,1
1153,479,3,2009,3,7,1
1154,480,17,2009,3,16,1
1155,481,19,2009,1,12,1
1156,482,15,2009,3,27,2
1157,483,20,2009,3,27,2
1158,484,8,2009,12,4,1
1159,485,14,2009,5,13,1
1160,486,17,2009,12,23,1
1161,487,7,2009,9,26,1
1162,488,13,2009,12,10,1
1163,489,19,2009,7,1,1
1164,490,20,2009,9,8,1
1165,491,20,2009,3,19,1
1166,492,14,2009,2,17,1
1167,492,11,2009,2,20,1
1168,493,19,2009,10,19,1
1169,494,18,2009,2,10,1
1170,495,15,2009,11,3,1
1171,496,20,2009,3,15,1
1172,497,1,2009,10,20,1
1173,498,15,2009,3,8,1
1174,499,13,2009,1,16,1
1175,500,13,2009,11,9,1
1176,501,4,2009,11,28,1
1177,502,10,2009,9,24,1
1178,503,11,2009,9,15,1
1179,504,14,2009,5,28,1
1180,504,15,2009,6,8,1
1181,505,18,2009,11,11,1
1182,506,14,2009,3,27,1
1183,507,9,2009,8,10,1
1184,508,11,2009,8,10,1
1185,509,14,2009,12,23,1
1186,510,12,2009,11,2,2
1187,511,12,2009,12,23,1
1188,512,11,2009,3,8,1
1189,513,20,2009,2,3,1
1190,514,12,2009,4,19,1
1191,515,19,2009,2,18,1
1192,516,14,2009,3,31,1
1193,517,2,2009,1,7,1
1194,518,17,2009,1,15,1
1195,519,8,2009,1,5,1
1196,520,11,2009,3,31,1
1197,521,14,2009,3,10,1
1198,522,2,2009,12,3,1
1199,523,17,2009,2,3,1
1200,524,11,2009,2,21,1
1201,525,4,2009,12,30,1
1202,526,18,2009,3,2,1
1203,527,17,2009,3,17,1
1204,528,19,2009,7,12,1
1205,529,19,2009,7,22,1
1206,530,20,2009,2,27,1
1207,531,16,2009,1,28,1
1208,532,9,2009,4,1,1
1209,533,2,2009,4,1,1
1210,534,19,2009,4,19,1
1211,535,14,2009,1,10,1
1212,536,14,2009,12,29,1
1213,537,14,2009,5,13,1
1214,538,10,2009,8,13,1
1215,539,15,2009,10,31,16
1216,539,16,2009,10,30,9
1217,539,11,2009,11,1,3
1218,540,15,2009,3,29,1
1219,541,9,2009,12,15,1
1220,541,19,2009,10,7,1
1221,542,1,2009,12,30,1
1222,543,7,2009,8,3,1
1223,544,11,2009,10,31,1
1224,545,3,2009,8,18,1
1225,546,3,2009,12,4,1
1226,547,18,2009,4,2,1
1227,548,19,2009,9,21,1
1228,549,9,2009,5,31,1
1229,550,11,2009,1,28,1
1230,550,17,2009,1,29,1
1231,551,3,2009,5,25,1
1232,552,16,2009,3,20,1
1233,553,19,2009,3,9,1
1234,554,12,2009,4,14,1
1235,555,18,2009,8,27,1
1236,556,10,2009,1,20,1
1237,556,3,2009,1,20,1
1238,556,2,2009,1,16,1
1239,557,16,2009,3,8,1
1240,558,15,2009,3,29,1
1241,559,11,2009,1,24,1
1242,560,14,2009,12,16,1
1243,560,10,2009,10,4,1
1244,561,3,2009,10,1,1
1245,562,17,2009,8,7,1
1246,563,1,2009,8,7,1
1247,564,11,2009,6,3,1
1248,565,17,2009,10,26,1
1249,565,14,2009,6,5,1
1250,565,2,2009,6,3,1
1251,566,8,2009,2,24,1
1252,567,11,2009,10,18,1
1253,568,18,2009,2,7,1
1254,569,7,2009,4,5,1
1255,570,19,2009,4,29,1
1256,571,15,2009,8,27,1
1257,572,20,2009,8,10,1
1258,572,17,2009,8,17,1
1259,573,14,2009,9,13,1
1260,573,11,2009,9,19,1
1261,574,4,2009,12,3,1
1262,575,10,2009,8,8,1
1263,576,14,2009,7,10,1
1264,577,20,2009,3,28,1
1265,578,11,2009,6,4,1
1266,578,1,2009,8,26,1
1267,579,9,2009,11,14,2
1268,580,3,2009,12,1,1
1269,581,10,2009,3,2,1
1270,582,19,2009,1,9,1
1271,583,16,2009,5,7,1
1272,584,11,2009,1,24,1
1273,585,19,2009,10,21,1
1274,586,17,2009,4,2,1
1275,587,11,2009,4,14,1
1276,588,5,2009,3,7,1
1277,589,10,2009,12,3,1
1278,590,17,2009,12,3,1
1279,591,9,2009,7,1,1
1280,592,12,2009,5,15,1
1281,593,19,2009,3,23,1
1282,594,18,2009,12,16,1
1283,595,4,2009,9,24,1
1284,596,11,2009,2,2,1
1285,597,7,2009,12,30,1
1286,597,9,2009,9,28,1
1287,597,4,2009,11,25,1
1288,598,17,2009,1,27,1
1289,598,10,2009,9,4,1
1290,599,16,2009,12,21,1
1291,600,5,2009,1,24,1
1292,601,13,2009,7,10,1
1293,602,15,2009,1,20,1
1294,603,1,2009,11,29,1
1295,604,14,2009,3,29,1
1296,605,6,2009,4,6,1
1297,606,15,2009,6,9,1
1298,607,15,2009,8,5,1
1299,608,16,2009,2,23,1
1300,609,11,2009,11,12,1
1301,610,13,2009,12,8,1
1302,611,20,2009,5,2,1
1303,612,13,2009,12,28,1
1304,613,1,2009,10,11,1
1305,614,12,2009,3,12,1
1306,614,15,2009,3,15,1
1307,615,15,2009,3,28,1
1308,615,19,2009,3,29,1
1309,616,3,2009,12,27,1
1310,617,17,2009,12,23,1
1311,618,8,2009,10,30,1
1312,619,15,2009,3,19,1
1313,620,18,2009,1,5,1
1314,621,17,2009,2,8,1
1315,622,15,2009,1,20,1
1316,623,6,2009,1,21,1
1317,624,2,2009,5,16,1
1318,625,5,2009,8,16,1
1319,625,7,2009,8,18,1
1320,626,6,2009,8,26,1
1321,627,1,2009,3,26,1
1322,628,14,2009,3,19,1
1323,629,10,2009,3,10,1
1324,630,19,2009,9,21,1
1325,631,18,2009,9,10,1
1326,632,1,2009,2,3,1
1327,633,18,2009,3,22,1
1328,634,15,2009,11,6,1
1329,635,19,2009,2,7,1
1330,636,10,2009,2,12,2
1331,637,4,2009,5,13,1
1332,638,19,2009,11,12,2
1333,639,2,2009,10,31,1
1334,640,17,2009,5,3,1
1335,641,16,2009,8,27,1
1336,642,12,2009,8,27,1
1337,643,15,2009,7,23,1
1338,644,1,2009,3,21,1
1339,645,4,2009,12,21,1
1340,646,16,2009,6,13,1
1341,647,9,2009,12,28,1
1342,648,20,2009,1,9,1
1343,648,3,2009,10,8,1
1344,649,19,2009,12,3,1
1345,650,15,2009,2,18,1
1346,651,4,2009,12,7,1
1347,652,17,2009,8,27,1
1348,653,7,2009,12,5,1
1349,654,14,2009,3,15,1
1350,655,18,2009,10,31,1
1351,656,12,2009,3,19,1
1352,657,5,2009,1,26,1
1353,658,7,2009,12,10,1
1354,659,7,2009,10,28,1
1355,660,19,2009,2,13,1
1356,661,14,2009,9,9,1
1357,662,14,2009,2,7,1
1358,663,14,2009,4,19,1
1359,664,1,2009,1,28,1
1360,664,19,2009,4,19,1
1361,665,9,2009,11,16,1
1362,666,11,2009,2,19,1
1363,667,14,2009,7,12,1
1364,668,13,2009,2,27,1
1365,669,14,2009,11,17,2
1366,669,16,2009,11,16,1
1367,670,20,2009,12,2,5
1368,671,12,2009,12,29,1
1369,672,2,2009,12,4,1
1370,673,5,2009,6,13,1
1371,673,9,2009,10,2,1
1372,674,18,2009,3,8,1
1373,675,4,2009,4,19,1
1374,676,2,2009,9,11,1
1375,677,6,2009,10,27,1
1376,678,6,2009,2,14,1
1377,679,16,2009,3,17,2
1378,679,7,2009,12,9,1
1379,680,13,2009,5,29,1
1380,681,20,2009,5,17,1
1381,682,14,2009,12,4,1
1382,683,11,2009,2,21,1
1383,684,14,2009,2,7,1
1384,685,2,2009,12,11,1
1385,686,19,2009,12,19,1
